League Name,Team Name,Team ID,Exclude?,,,,,,,,
Spanish La Liga,Girona,968185,1,,,,,,,,
Spanish La Liga,Levante,214865,,,,,,,,,
Spanish La Liga,Mallorca,10542,1,,,,,,,,
Spanish La Liga,Osasuna,10543,,,,,,,,,
Spanish La Liga,Oviedo,21678,,,,,,,,,
Spanish La Liga,Rayo Vallecano,10779,,,,,,,,,
Spanish La Liga,Real Madrid,2426,,,,,,,,,
Spanish La Liga,Real Sociedad,18573,,,,,,,,,
Spanish La Liga,Sevilla,52480974,,,,,,,,,
Spanish La Liga,Valencia,66183,,,,,,,,,
Spanish La Liga,Villarreal,28191,,,,,,,,,
Spanish Segunda Division,AD Ceuta FC,8179917,,,,,,,,,
Spanish Segunda Division,Albacete,309089,,,,,,,,,
Spanish Segunda Division,Andorra CF,5759757,1,,,,,,,,
Spanish Segunda Division,CD Castellon,8916596,1,,,,,,,,
Spanish Segunda Division,Cadiz,516259,,,,,,,,,
Spanish Segunda Division,Cordoba,68247,,,,,,,,,
Spanish Segunda Division,Eibar,247969,,,,,,,,,
Spanish Segunda Division,Huesca,2250353,,,,,,,,,
Spanish Segunda Division,Las Palmas,9163,,,,,,,,,
Spanish Segunda Division,Leganes,309109,1,,,,,,,,
Spanish Segunda Division,Leonesa,565022,,,,,,,,,
Spanish Segunda Division,Mirandes,565024,,,,,,,,,
Spanish Segunda Division,Sociedad B,2250345,,,,,,,,,
Spanish Segunda Division,Sporting Gijon,68246,,,,,,,,,
Spanish Segunda Division,Zaragoza,48798,,,,,,,,,
Swedish Cup,Djurgardens,232104,,,,,,,,,
Swedish Cup,Hammarby,30679,,,,,,,,,
Swedish Cup,Helsingborgs,764222,,,,,,,,,
Swedish Cup,Orebro,42617,,,,,,,,,
Swedish Cup,Sirius,4638067,,,,,,,,,
Swedish Cup,Skovde,18308554,,,,,,,,,
Swiss Super League,FC Basel,2939090,,,,,,,,,
Swiss Super League,FC Zurich,65783,,,,,,,,,
Swiss Super League,Grasshoppers Zurich,373489,,,,,,,,,
Swiss Super League,Lausanne,2093796,,,,,,,,,
Swiss Super League,Lugano,65780,,,,,,,,,
Swiss Super League,Luzern,65784,,,,,,,,,
Swiss Super League,Servette,51405,,,,,,,,,
Swiss Super League,Sion,65785,,,,,,,,,
Swiss Super League,St Gallen,6392,,,,,,,,,
Swiss Super League,Thun,176184,,,,,,,,,
Swiss Super League,Winterthur,458019,,,,,,,,,
Swiss Super League,Young Boys,65778,,,,,,,,,
Turkish 1 Lig,Corum Belediyespor,6781499,,,,,,,,,
Turkish 1 Lig,Manisa FK,27282595,,,,,,,,,
Turkish 1 Lig,Sakaryaspor,508781,,,,,,,,,
Turkish 1 Lig,Sariyer G.K.,10486194,,,,,,,,,
Turkish Cup,Alanyaspor,2080777,,,,,,,,,
Turkish Cup,Basaksehir,10071088,1,,,,,,,,
Turkish Cup,Galatasaray,2436,1,,,,,,,,
Turkish Cup,Trabzonspor,113125,,,,,,,,,
Turkish Super League,Antalyaspor,113188,,,,,,,,,
Turkish Super League,Basaksehir,10071088,1,,,,,,,,
Turkish Super League,Fenerbahce,46726,,,,,,,,,
Turkish Super League,Gaziantep FK,13848831,,,,,,,,,
Turkish Super League,Goztepe,113239,,,,,,,,,
Turkish Super League,Samsunspor,113124,,,,,,,,,
UEFA Champions League,Arsenal,1096,,,,,,,,,
UEFA Champions League,Atalanta,215817,,,,,,,,,
UEFA Champions League,Atletico Madrid,52480965,,,,,,,,,
UEFA Champions League,Barcelona,52480964,,,,,,,,,
UEFA Champions League,Bayern Munich,5774350,,,,,,,,,
UEFA Champions League,Bodo Glimt,373549,,,,,,,,,
UEFA Champions League,Chelsea,55190,,,,,,,,,
UEFA Champions League,Galatasaray,2436,1,,,,,,,,
UEFA Champions League,Leverkusen,44787,,,,,,,,,
UEFA Champions League,Liverpool,56323,,,,,,,,,
UEFA Champions League,Man City,47999,,,,,,,,,
UEFA Champions League,Newcastle,25422,,,,,,,,,
UEFA Champions League,Paris St-G,489720,,,,,,,,,
UEFA Champions League,Real Madrid,2426,,,,,,,,,
UEFA Champions League,Sporting Lisbon,52495073,,,,,,,,,
UEFA Champions League,Tottenham,48224,,,,,,,,,
UEFA Europa Conference League,AEK Athens,10758,,,,,,,,,
UEFA Europa Conference League,AEK Larnaca,908335,,,,,,,,,
UEFA Europa Conference League,Az Alkmaar,9220660,,,,,,,,,
UEFA Europa Conference League,Crystal Palace,62523,,,,,,,,,
UEFA Europa Conference League,Fiorentina,676467,1,,,,,,,,
UEFA Europa Conference League,Lech Poznan,502303,,,,,,,,,
UEFA Europa Conference League,Mainz,64374,,,,,,,,,
UEFA Europa Conference League,NK Celje,3188553,,,,,,,,,
UEFA Europa Conference League,Rakow Czestochowa,5876552,,,,,,,,,
UEFA Europa Conference League,Rayo Vallecano,10779,,,,,,,,,
UEFA Europa Conference League,Rijeka,166890,,,,,,,,,
UEFA Europa Conference League,Samsunspor,113124,,,,,,,,,
UEFA Europa Conference League,Shakhtar,52495027,,,,,,,,,
UEFA Europa Conference League,Sigma Olomouc,50337,,,,,,,,,
UEFA Europa Conference League,Sparta Prague,110475,,,,,,,,,
UEFA Europa Conference League,Strasbourg,51404,,,,,,,,,
UEFA Europa League,Aston Villa,63908,,,,,,,,,
UEFA Europa League,Betis,44507,,,,,,,,,
UEFA Europa League,Bologna,199545,,,,,,,,,
UEFA Europa League,Braga,48799,,,,,,,,,
UEFA Europa League,Celta Vigo,66483,,,,,,,,,
UEFA Europa League,Ferencvaros,198748,,,,,,,,,
UEFA Europa League,Freiburg,44520,,,,,,,,,
UEFA Europa League,Genk,14072,,,,,,,,,
UEFA Europa League,Lille,44790,,,,,,,,,
UEFA Europa League,Lyon,55271,,,,,,,,,
UEFA Europa League,Midtjylland,28220,,,,,,,,,
UEFA Europa League,Nottm Forest,39674645,,,,,,,,,
UEFA Europa League,Panathinaikos,50334,,,,,,,,,
UEFA Europa League,Porto,48785,,,,,,,,,
UEFA Europa League,Roma,56967,,,,,,,,,
UEFA Europa League,Stuttgart,44519,,,,,,,,,
US MLS,Atlanta Utd,12592557,,,,,,,,,
US MLS,Austin FC,39013198,,,,,,,,,
US MLS,Chicago Fire,226469,,,,,,,,,
US MLS,Colorado,171911,,,,,,,,,
US MLS,Columbus,171903,,,,,,,,,
US MLS,DC Utd,436099,,,,,,,,,
US MLS,FC Dallas,2937353,,,,,,,,,
US MLS,Houston Dynamo,1432923,,,,,,,,,
US MLS,Inter Miami CF,27785243,,,,,,,,,
US MLS,LA Galaxy,2658589,,,,,,,,,
US MLS,Los Angeles FC,17268707,,,,,,,,,
US MLS,Minnesota Utd,7533070,,,,,,,,,
US MLS,Nashville SC,17790476,,,,,,,,,
US MLS,New England,171907,,,,,,,,,
US MLS,New York City,9280784,,,,,,,,,
US MLS,Orlando City,5640226,,,,,,,,,
US MLS,Philadelphia,4589333,,,,,,,,,
US MLS,Portland Timbers,4004854,,,,,,,,,
US MLS,Real Salt Lake,1101610,,,,,,,,,
US MLS,San Diego FC,79351400,,,,,,,,,
US MLS,St Louis City SC,52290449,,,,,,,,,
US MLS,Vancouver Whitecaps,5383053,,,,,,,,,
US United Soccer League,Birmingham Legion FC,23254091,,,,,,,,,
US United Soccer League,Colorado Springs Switchba,23869299,,,,,,,,,
US United Soccer League,El Paso Locomotive FC,23254087,,,,,,,,,
US United Soccer League,Monterey Bay FC,43274842,,,,,,,,,
US United Soccer League,Oakland Roots,26234642,,,,,,,,,
US United Soccer League,Phoenix Rising FC,12765799,,,,,,,,,
US United Soccer League,Sacramento Republic,8582482,,,,,,,,,
US United Soccer League,San Antonio FC,10992747,,,,,,,,,
US United Soccer League,Tampa Bay Rowdies,6295051,,,,,,,,,
US United Soccer League,Tulsa Roughnecks FC,9370034,,,,,,,,,
Ukrainian Premier League,Karpaty,2017824,,,,,,,,,
Ukrainian Premier League,Kolos Kovalyovka,10403841,,,,,,,,,
Unknown/Friendly,Test C,10532663,,,,,,,,,
Unknown/Friendly,Test F,19763620,,,,,,,,,
Unknown/Friendly,Test V,72148127,,,,,,,,,
Unknown/Friendly,Test W,16353837,,,,,,,,,
Unknown/Friendly,test a,7111624,,,,,,,,,
Unknown/Friendly,test b,7111625,,,,,,,,,
Uruguayan Primera Division,Nacional (Uru),504780,,,,,,,,,
Uruguayan Primera Division,Penarol,328191,1,,,,,,,,
Venezuelan Primera Division,Academia Anzoategui FC,48712776,,,,,,,,,
Venezuelan Primera Division,Deportivo La Guaira,7658015,,,,,,,,,
Venezuelan Primera Division,Rayo Zuliano,46783501,,,,,,,,,
Venezuelan Primera Division,Trujillanos,1224046,,,,,,,,,
Welsh Premiership,Barry Town Utd,8749415,,,,,,,,,
Welsh Premiership,Connahs Quay,339727,,,,,,,,,
Welsh Premiership,Penybont FC,8089085,,,,,,,,,
Welsh Premiership,The New Saints,3667304,,,,,,,,,
